operationId,path,verb,requiredPathParams,requiredHeaderParams,requiredQueryParams,requiredReqBodyParams,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
GetContent,/knowledgeBases/{knowledgeBaseId}/contents/{contentId},GET,"contentId,knowledgeBaseId",,,,"Retrieves content, including a pre-signed URL t...",contents,get_content,select,,,,,
GetContentSummary,/knowledgeBases/{knowledgeBaseId}/contents/{contentId}/summary,GET,"contentId,knowledgeBaseId",,,,Retrieves summary information about the content.,contents,get_content_summary,select,,,,,
GetImportJob,/knowledgeBases/{knowledgeBaseId}/importJobs/{importJobId},GET,"importJobId,knowledgeBaseId",,,,Retrieves the started import job.,import_jobs,get_import_job,select,,,,,
GetKnowledgeBase,/knowledgeBases/{knowledgeBaseId},GET,knowledgeBaseId,,,,Retrieves information about the knowledge base.,knowledge_bases,get_knowledge_base,select,,,,,
GetQuickResponse,/knowledgeBases/{knowledgeBaseId}/quickResponses/{quickResponseId},GET,"knowledgeBaseId,quickResponseId",,,,Retrieves the quick response.,quick_responses,get_quick_response,select,,,,,
GetRecommendations,/assistants/{assistantId}/sessions/{sessionId}/recommendations,GET,"assistantId,sessionId",,,,Retrieves recommendations for the specified ses...,recommendations,get_recommendations,select,,,,,
GetSession,/assistants/{assistantId}/sessions/{sessionId},GET,"assistantId,sessionId",,,,Retrieves information for a specified session.,sessions,get_session,select,,,,,
ListAssistantAssociations,/assistants/{assistantId}/associations,GET,assistantId,,,,Lists information about assistant associations.,assistant_associations,list_assistant_associations,select,$.assistantAssociationSummaries,,,,
ListAssistants,/assistants,GET,,,,,Lists information about assistants.,assistants,list_assistants,select,$.assistantSummaries,,,,
ListContents,/knowledgeBases/{knowledgeBaseId}/contents,GET,knowledgeBaseId,,,,Lists the content.,contents,list_contents,select,$.contentSummaries,,,,
ListImportJobs,/knowledgeBases/{knowledgeBaseId}/importJobs,GET,knowledgeBaseId,,,,Lists information about import jobs.,import_jobs,list_import_jobs,select,$.importJobSummaries,,,,
ListKnowledgeBases,/knowledgeBases,GET,,,,,Lists the knowledge bases.,knowledge_bases,list_knowledge_bases,select,$.knowledgeBaseSummaries,,,,
ListQuickResponses,/knowledgeBases/{knowledgeBaseId}/quickResponses,GET,knowledgeBaseId,,,,Lists information about quick response.,quick_responses,list_quick_responses,select,$.quickResponseSummaries,,,,
ListTagsForResource,/tags/{resourceArn},GET,resourceArn,,,,Lists the tags for the specified resource.,tags,list_tags_for_resource,select,,,,,
NotifyRecommendationsReceived,/assistants/{assistantId}/sessions/{sessionId}/recommendations/notify,POST,"assistantId,sessionId",,,"assistantId,recommendationIds,sessionId",Removes the specified recommendations from the ...,recommendations,notify_recommendations_received,exec,,,,,
QueryAssistant,/assistants/{assistantId}/query,POST,assistantId,,,"assistantId,queryText",Performs a manual search against the specified ...,assistants,query_assistant,exec,$.results,nextToken,body,nextToken,body
RemoveKnowledgeBaseTemplateUri,/knowledgeBases/{knowledgeBaseId}/templateUri,DELETE,knowledgeBaseId,,,,Removes a URI template from a knowledge base.,knowledge_bases,remove_knowledge_base_template_uri,exec,,,,,
SearchContent,/knowledgeBases/{knowledgeBaseId}/search,POST,knowledgeBaseId,,,"knowledgeBaseId,searchExpression",Searches for content in a specified knowledge b...,contents,search_content,exec,$.contentSummaries,,,,
SearchQuickResponses,/knowledgeBases/{knowledgeBaseId}/search/quickResponses,POST,knowledgeBaseId,,,"knowledgeBaseId,searchExpression",Searches existing Wisdom quick responses in a W...,quick_responses,search_quick_responses,exec,$.results,,,,
SearchSessions,/assistants/{assistantId}/searchSessions,POST,assistantId,,,"knowledgeBaseId,searchExpression",Searches for sessions.,sessions,search_sessions,exec,$.sessionSummaries,,,,
StartContentUpload,/knowledgeBases/{knowledgeBaseId}/upload,POST,knowledgeBaseId,,,"contentType,knowledgeBaseId",Get a URL to upload content to a knowledge base...,contents,start_content_upload,exec,,,,,
StartImportJob,/knowledgeBases/{knowledgeBaseId}/importJobs,POST,knowledgeBaseId,,,"importJobType,knowledgeBaseId,uploadId",Start an asynchronous job to import Wisdom reso...,import_jobs,start_import_job,exec,,,,,
TagResource,/tags/{resourceArn},POST,resourceArn,,,"assistantArn,assistantAssociationArn,assistantAssociationId,assistantId,associationData,associationType",Adds the specified tags to the specified resource.,tags,tag_resource,exec,,,,,
UntagResource,/tags/{resourceArn},DELETE,resourceArn,,tagKeys,,Removes the specified tags from the specified r...,tags,untag_resource,exec,,,,,
UpdateContent,/knowledgeBases/{knowledgeBaseId}/contents/{contentId},POST,"contentId,knowledgeBaseId",,,"contentId,knowledgeBaseId",Updates information about the content.,contents,update_content,update,,,,,
UpdateKnowledgeBaseTemplateUri,/knowledgeBases/{knowledgeBaseId}/templateUri,POST,knowledgeBaseId,,,,Updates the template URI of a knowledge base. T...,knowledge_bases,update_knowledge_base_template_uri,update,,,,,
UpdateQuickResponse,/knowledgeBases/{knowledgeBaseId}/quickResponses/{quickResponseId},POST,"knowledgeBaseId,quickResponseId",,,"knowledgeBaseId,quickResponseId",Updates an existing Wisdom quick response.,quick_responses,update_quick_response,update,,,,,
