operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
CreateAutoMLJob,/#X-Amz-Target=SageMaker.CreateAutoMLJob,POST,Creates an Autopilot job also referred to as Au...,auto_ml_jobs,create_auto_ml_job,insert,,,,,
CreateAutoMLJobV2,/#X-Amz-Target=SageMaker.CreateAutoMLJobV2,POST,Creates an Autopilot job also referred to as Au...,auto_ml_jobs_v2,create_auto_ml_job_v2,insert,,,,,
CreateCluster,/#X-Amz-Target=SageMaker.CreateCluster,POST,Creates an Amazon SageMaker HyperPod cluster. S...,clusters,create_cluster,insert,,,,,
CreateClusterSchedulerConfig,/#X-Amz-Target=SageMaker.CreateClusterSchedulerConfig,POST,Create cluster policy configuration. This polic...,cluster_scheduler_configs,create_cluster_scheduler_config,insert,,,,,
CreateCodeRepository,/#X-Amz-Target=SageMaker.CreateCodeRepository,POST,Creates a Git repository as a resource in your ...,code_repositories,create_code_repository,insert,,,,,
CreateCompilationJob,/#X-Amz-Target=SageMaker.CreateCompilationJob,POST,Starts a model compilation job. After the model...,compilation_jobs,create_compilation_job,insert,,,,,
CreateComputeQuota,/#X-Amz-Target=SageMaker.CreateComputeQuota,POST,Create compute allocation definition. This defi...,compute_quotas,create_compute_quota,insert,,,,,
CreateContext,/#X-Amz-Target=SageMaker.CreateContext,POST,Creates a _context_. A context is a lineage tra...,contexts,create_context,insert,,,,,
CreateDataQualityJobDefinition,/#X-Amz-Target=SageMaker.CreateDataQualityJobDefinition,POST,Creates a definition for a job that monitors da...,data_quality_job_definitions,create_data_quality_job_definition,insert,,,,,
CreateDeviceFleet,/#X-Amz-Target=SageMaker.CreateDeviceFleet,POST,Creates a device fleet.,device_fleets,create_device_fleet,insert,,,,,
CreateDomain,/#X-Amz-Target=SageMaker.CreateDomain,POST,Creates a `Domain`. A domain consists of an ass...,domains,create_domain,insert,,,,,
CreateEdgeDeploymentPlan,/#X-Amz-Target=SageMaker.CreateEdgeDeploymentPlan,POST,"Creates an edge deployment plan, consisting of ...",edge_deployment_plans,create_edge_deployment_plan,insert,,,,,
CreateEdgeDeploymentStage,/#X-Amz-Target=SageMaker.CreateEdgeDeploymentStage,POST,Creates a new stage in an existing edge deploym...,edge_deployment_stages,create_edge_deployment_stage,insert,,,,,
CreateEdgePackagingJob,/#X-Amz-Target=SageMaker.CreateEdgePackagingJob,POST,Starts a SageMaker Edge Manager model packaging...,edge_packaging_jobs,create_edge_packaging_job,insert,,,,,
CreateEndpoint,/#X-Amz-Target=SageMaker.CreateEndpoint,POST,Creates an endpoint using the endpoint configur...,endpoints,create_endpoint,insert,,,,,
CreateEndpointConfig,/#X-Amz-Target=SageMaker.CreateEndpointConfig,POST,Creates an endpoint configuration that SageMake...,endpoint_configs,create_endpoint_config,insert,,,,,
CreateExperiment,/#X-Amz-Target=SageMaker.CreateExperiment,POST,Creates a SageMaker _experiment_. An experiment...,experiments,create_experiment,insert,,,,,
CreateFeatureGroup,/#X-Amz-Target=SageMaker.CreateFeatureGroup,POST,Create a new `FeatureGroup`. A `FeatureGroup` i...,feature_groups,create_feature_group,insert,,,,,
CreateFlowDefinition,/#X-Amz-Target=SageMaker.CreateFlowDefinition,POST,Creates a flow definition.,flow_definitions,create_flow_definition,insert,,,,,
CreateHub,/#X-Amz-Target=SageMaker.CreateHub,POST,Create a hub.,hubs,create_hub,insert,,,,,
CreateHubContentPresignedUrls,/#X-Amz-Target=SageMaker.CreateHubContentPresignedUrls,POST,Creates presigned URLs for accessing hub conten...,hub_contents,create_hub_content_presigned_urls,insert,$.AuthorizedUrlConfigs,,,,
CreateHubContentReference,/#X-Amz-Target=SageMaker.CreateHubContentReference,POST,Create a hub content reference in order to add ...,hub_content_references,create_hub_content_reference,insert,,,,,
CreateHumanTaskUi,/#X-Amz-Target=SageMaker.CreateHumanTaskUi,POST,Defines the settings you will use for the human...,human_task_uis,create_human_task_ui,insert,,,,,
CreateHyperParameterTuningJob,/#X-Amz-Target=SageMaker.CreateHyperParameterTuningJob,POST,Starts a hyperparameter tuning job. A hyperpara...,hyper_parameter_tuning_jobs,create_hyper_parameter_tuning_job,insert,,,,,
CreateImage,/#X-Amz-Target=SageMaker.CreateImage,POST,Creates a custom SageMaker AI image. A SageMake...,images,create_image,insert,,,,,
CreateImageVersion,/#X-Amz-Target=SageMaker.CreateImageVersion,POST,Creates a version of the SageMaker AI image spe...,image_versions,create_image_version,insert,,,,,
CreateInferenceComponent,/#X-Amz-Target=SageMaker.CreateInferenceComponent,POST,"Creates an inference component, which is a Sage...",inference_components,create_inference_component,insert,,,,,
CreateInferenceExperiment,/#X-Amz-Target=SageMaker.CreateInferenceExperiment,POST,Creates an inference experiment using the confi...,inference_experiments,create_inference_experiment,insert,,,,,
CreateInferenceRecommendationsJob,/#X-Amz-Target=SageMaker.CreateInferenceRecommendationsJob,POST,Starts a recommendation job. You can create eit...,inference_recommendations_jobs,create_inference_recommendations_job,insert,,,,,
CreateLabelingJob,/#X-Amz-Target=SageMaker.CreateLabelingJob,POST,Creates a job that uses workers to label the da...,labeling_jobs,create_labeling_job,insert,,,,,
CreateMlflowApp,/#X-Amz-Target=SageMaker.CreateMlflowApp,POST,Creates an MLflow Tracking Server using a gener...,mlflow_apps,create_mlflow_app,insert,,,,,
CreateMlflowTrackingServer,/#X-Amz-Target=SageMaker.CreateMlflowTrackingServer,POST,Creates an MLflow Tracking Server using a gener...,mlflow_tracking_servers,create_mlflow_tracking_server,insert,,,,,
CreateModel,/#X-Amz-Target=SageMaker.CreateModel,POST,"Creates a model in SageMaker. In the request, y...",models,create_model,insert,,,,,
CreateModelBiasJobDefinition,/#X-Amz-Target=SageMaker.CreateModelBiasJobDefinition,POST,Creates the definition for a model bias job.,model_bias_job_definitions,create_model_bias_job_definition,insert,,,,,
CreateModelCard,/#X-Amz-Target=SageMaker.CreateModelCard,POST,Creates an Amazon SageMaker Model Card. For inf...,model_cards,create_model_card,insert,,,,,
CreateModelCardExportJob,/#X-Amz-Target=SageMaker.CreateModelCardExportJob,POST,Creates an Amazon SageMaker Model Card export job.,model_card_export_jobs,create_model_card_export_job,insert,,,,,
CreateModelExplainabilityJobDefinition,/#X-Amz-Target=SageMaker.CreateModelExplainabilityJobDefinition,POST,Creates the definition for a model explainabili...,model_explainability_job_definitions,create_model_explainability_job_definition,insert,,,,,
CreateModelPackage,/#X-Amz-Target=SageMaker.CreateModelPackage,POST,Creates a model package that you can use to cre...,model_packages,create_model_package,insert,,,,,
CreateModelPackageGroup,/#X-Amz-Target=SageMaker.CreateModelPackageGroup,POST,Creates a model group. A model group contains a...,model_package_groups,create_model_package_group,insert,,,,,
CreateModelQualityJobDefinition,/#X-Amz-Target=SageMaker.CreateModelQualityJobDefinition,POST,Creates a definition for a job that monitors mo...,model_quality_job_definitions,create_model_quality_job_definition,insert,,,,,
CreateMonitoringSchedule,/#X-Amz-Target=SageMaker.CreateMonitoringSchedule,POST,Creates a schedule that regularly starts Amazon...,monitoring_schedules,create_monitoring_schedule,insert,,,,,
CreateNotebookInstance,/#X-Amz-Target=SageMaker.CreateNotebookInstance,POST,Creates an SageMaker AI notebook instance. A no...,notebook_instances,create_notebook_instance,insert,,,,,
CreateNotebookInstanceLifecycleConfig,/#X-Amz-Target=SageMaker.CreateNotebookInstanceLifecycleConfig,POST,Creates a lifecycle configuration that you can ...,notebook_instance_lifecycle_configs,create_notebook_instance_lifecycle_config,insert,,,,,
CreateOptimizationJob,/#X-Amz-Target=SageMaker.CreateOptimizationJob,POST,Creates a job that optimizes a model for infere...,optimization_jobs,create_optimization_job,insert,,,,,
CreatePartnerApp,/#X-Amz-Target=SageMaker.CreatePartnerApp,POST,Creates an Amazon SageMaker Partner AI App.,partner_apps,create_partner_app,insert,,,,,
CreatePartnerAppPresignedUrl,/#X-Amz-Target=SageMaker.CreatePartnerAppPresignedUrl,POST,Creates a presigned URL to access an Amazon Sag...,partner_app,create_partner_app_presigned_url,insert,,,,,
CreatePipeline,/#X-Amz-Target=SageMaker.CreatePipeline,POST,Creates a pipeline using a JSON pipeline defini...,pipelines,create_pipeline,insert,,,,,
CreatePresignedDomainUrl,/#X-Amz-Target=SageMaker.CreatePresignedDomainUrl,POST,Creates a URL for a specified UserProfile in a ...,domain,create_presigned_domain_url,insert,,,,,
CreatePresignedMlflowAppUrl,/#X-Amz-Target=SageMaker.CreatePresignedMlflowAppUrl,POST,Returns a presigned URL that you can use to con...,mlflow_app,create_presigned_mlflow_app_url,insert,,,,,
CreatePresignedMlflowTrackingServerUrl,/#X-Amz-Target=SageMaker.CreatePresignedMlflowTrackingServerUrl,POST,Returns a presigned URL that you can use to con...,mlflow_tracking_server,create_presigned_mlflow_tracking_server_url,insert,,,,,
CreatePresignedNotebookInstanceUrl,/#X-Amz-Target=SageMaker.CreatePresignedNotebookInstanceUrl,POST,Returns a URL that you can use to connect to th...,notebook_instance,create_presigned_notebook_instance_url,insert,,,,,
CreateProcessingJob,/#X-Amz-Target=SageMaker.CreateProcessingJob,POST,Creates a processing job.,processing_jobs,create_processing_job,insert,,,,,
CreateProject,/#X-Amz-Target=SageMaker.CreateProject,POST,Creates a machine learning (ML) project that ca...,projects,create_project,insert,,,,,
CreateSpace,/#X-Amz-Target=SageMaker.CreateSpace,POST,Creates a private space or a space used for rea...,spaces,create_space,insert,,,,,
CreateStudioLifecycleConfig,/#X-Amz-Target=SageMaker.CreateStudioLifecycleConfig,POST,Creates a new Amazon SageMaker AI Studio Lifecy...,studio_lifecycle_configs,create_studio_lifecycle_config,insert,,,,,
CreateTrainingJob,/#X-Amz-Target=SageMaker.CreateTrainingJob,POST,Starts a model training job. After training com...,training_jobs,create_training_job,insert,,,,,
CreateTrainingPlan,/#X-Amz-Target=SageMaker.CreateTrainingPlan,POST,Creates a new training plan in SageMaker to res...,training_plans,create_training_plan,insert,,,,,
CreateTransformJob,/#X-Amz-Target=SageMaker.CreateTransformJob,POST,Starts a transform job. A transform job uses a ...,transform_jobs,create_transform_job,insert,,,,,
CreateTrial,/#X-Amz-Target=SageMaker.CreateTrial,POST,Creates an SageMaker _trial_. A trial is a set ...,trials,create_trial,insert,,,,,
CreateTrialComponent,/#X-Amz-Target=SageMaker.CreateTrialComponent,POST,"Creates a _trial component_ , which is a stage ...",trial_components,create_trial_component,insert,,,,,
CreateUserProfile,/#X-Amz-Target=SageMaker.CreateUserProfile,POST,Creates a user profile. A user profile represen...,user_profiles,create_user_profile,insert,,,,,
CreateWorkforce,/#X-Amz-Target=SageMaker.CreateWorkforce,POST,Use this operation to create a workforce. This ...,workforces,create_workforce,insert,,,,,
CreateWorkteam,/#X-Amz-Target=SageMaker.CreateWorkteam,POST,Creates a new work team for labeling your data....,workteams,create_workteam,insert,,,,,
DeleteAction,/#X-Amz-Target=SageMaker.DeleteAction,POST,Deletes an action.,actions,delete_action,delete,,,,,
DeleteAlgorithm,/#X-Amz-Target=SageMaker.DeleteAlgorithm,POST,Removes the specified algorithm from your account.,algorithms,delete_algorithm,delete,,,,,
DeleteApp,/#X-Amz-Target=SageMaker.DeleteApp,POST,Used to stop and delete an app.,apps,delete_app,delete,,,,,
DeleteAppImageConfig,/#X-Amz-Target=SageMaker.DeleteAppImageConfig,POST,Deletes an AppImageConfig.,app_image_configs,delete_app_image_config,delete,,,,,
DeleteArtifact,/#X-Amz-Target=SageMaker.DeleteArtifact,POST,Deletes an artifact. Either `ArtifactArn` or `S...,artifacts,delete_artifact,delete,,,,,
DeleteAssociation,/#X-Amz-Target=SageMaker.DeleteAssociation,POST,Deletes an association.,associations,delete_association,delete,,,,,
DeleteCluster,/#X-Amz-Target=SageMaker.DeleteCluster,POST,Delete a SageMaker HyperPod cluster.,clusters,delete_cluster,delete,,,,,
DeleteClusterSchedulerConfig,/#X-Amz-Target=SageMaker.DeleteClusterSchedulerConfig,POST,Deletes the cluster policy of the cluster.,cluster_scheduler_configs,delete_cluster_scheduler_config,delete,,,,,
DeleteCodeRepository,/#X-Amz-Target=SageMaker.DeleteCodeRepository,POST,Deletes the specified Git repository from your ...,code_repositories,delete_code_repository,delete,,,,,
DeleteCompilationJob,/#X-Amz-Target=SageMaker.DeleteCompilationJob,POST,Deletes the specified compilation job. This act...,compilation_jobs,delete_compilation_job,delete,,,,,
DeleteComputeQuota,/#X-Amz-Target=SageMaker.DeleteComputeQuota,POST,Deletes the compute allocation from the cluster.,compute_quotas,delete_compute_quota,delete,,,,,
DeleteContext,/#X-Amz-Target=SageMaker.DeleteContext,POST,Deletes an context.,contexts,delete_context,delete,,,,,
DeleteDataQualityJobDefinition,/#X-Amz-Target=SageMaker.DeleteDataQualityJobDefinition,POST,Deletes a data quality monitoring job definition.,data_quality_job_definitions,delete_data_quality_job_definition,delete,,,,,
DeleteDeviceFleet,/#X-Amz-Target=SageMaker.DeleteDeviceFleet,POST,Deletes a fleet.,device_fleets,delete_device_fleet,delete,,,,,
DeleteDomain,/#X-Amz-Target=SageMaker.DeleteDomain,POST,Used to delete a domain. If you onboarded with ...,domains,delete_domain,delete,,,,,
DeleteEdgeDeploymentPlan,/#X-Amz-Target=SageMaker.DeleteEdgeDeploymentPlan,POST,Deletes an edge deployment plan if (and only if...,edge_deployment_plans,delete_edge_deployment_plan,delete,,,,,
DeleteEdgeDeploymentStage,/#X-Amz-Target=SageMaker.DeleteEdgeDeploymentStage,POST,Delete a stage in an edge deployment plan if (a...,edge_deployment_stages,delete_edge_deployment_stage,delete,,,,,
DeleteEndpoint,/#X-Amz-Target=SageMaker.DeleteEndpoint,POST,Deletes an endpoint. SageMaker frees up all of ...,endpoints,delete_endpoint,delete,,,,,
DeleteEndpointConfig,/#X-Amz-Target=SageMaker.DeleteEndpointConfig,POST,Deletes an endpoint configuration. The `DeleteE...,endpoint_configs,delete_endpoint_config,delete,,,,,
DeleteExperiment,/#X-Amz-Target=SageMaker.DeleteExperiment,POST,Deletes an SageMaker experiment. All trials ass...,experiments,delete_experiment,delete,,,,,
DeleteFeatureGroup,/#X-Amz-Target=SageMaker.DeleteFeatureGroup,POST,Delete the `FeatureGroup` and any data that was...,feature_groups,delete_feature_group,delete,,,,,
DeleteFlowDefinition,/#X-Amz-Target=SageMaker.DeleteFlowDefinition,POST,Deletes the specified flow definition.,flow_definitions,delete_flow_definition,delete,,,,,
DeleteHub,/#X-Amz-Target=SageMaker.DeleteHub,POST,Delete a hub.,hubs,delete_hub,delete,,,,,
DeleteHubContent,/#X-Amz-Target=SageMaker.DeleteHubContent,POST,Delete the contents of a hub.,hub_contents,delete_hub_content,delete,,,,,
DeleteHubContentReference,/#X-Amz-Target=SageMaker.DeleteHubContentReference,POST,Delete a hub content reference in order to remo...,hub_content_references,delete_hub_content_reference,delete,,,,,
DeleteHumanTaskUi,/#X-Amz-Target=SageMaker.DeleteHumanTaskUi,POST,Use this operation to delete a human task user ...,human_task_uis,delete_human_task_ui,delete,,,,,
DeleteHyperParameterTuningJob,/#X-Amz-Target=SageMaker.DeleteHyperParameterTuningJob,POST,Deletes a hyperparameter tuning job. The `Delet...,hyper_parameter_tuning_jobs,delete_hyper_parameter_tuning_job,delete,,,,,
DeleteImage,/#X-Amz-Target=SageMaker.DeleteImage,POST,Deletes a SageMaker AI image and all versions o...,images,delete_image,delete,,,,,
DeleteImageVersion,/#X-Amz-Target=SageMaker.DeleteImageVersion,POST,Deletes a version of a SageMaker AI image. The ...,image_versions,delete_image_version,delete,,,,,
DeleteInferenceComponent,/#X-Amz-Target=SageMaker.DeleteInferenceComponent,POST,Deletes an inference component.,inference_components,delete_inference_component,delete,,,,,
DeleteInferenceExperiment,/#X-Amz-Target=SageMaker.DeleteInferenceExperiment,POST,Deletes an inference experiment. This operation...,inference_experiments,delete_inference_experiment,delete,,,,,
DeleteMlflowApp,/#X-Amz-Target=SageMaker.DeleteMlflowApp,POST,Deletes an MLflow App.,mlflow_apps,delete_mlflow_app,delete,,,,,
DeleteMlflowTrackingServer,/#X-Amz-Target=SageMaker.DeleteMlflowTrackingServer,POST,Deletes an MLflow Tracking Server. For more inf...,mlflow_tracking_servers,delete_mlflow_tracking_server,delete,,,,,
DeleteModel,/#X-Amz-Target=SageMaker.DeleteModel,POST,Deletes a model. The `DeleteModel` API deletes ...,models,delete_model,delete,,,,,
DeleteModelBiasJobDefinition,/#X-Amz-Target=SageMaker.DeleteModelBiasJobDefinition,POST,Deletes an Amazon SageMaker AI model bias job d...,model_bias_job_definitions,delete_model_bias_job_definition,delete,,,,,
DeleteModelCard,/#X-Amz-Target=SageMaker.DeleteModelCard,POST,Deletes an Amazon SageMaker Model Card.,model_cards,delete_model_card,delete,,,,,
DeleteModelExplainabilityJobDefinition,/#X-Amz-Target=SageMaker.DeleteModelExplainabilityJobDefinition,POST,Deletes an Amazon SageMaker AI model explainabi...,model_explainability_job_definitions,delete_model_explainability_job_definition,delete,,,,,
DeleteModelPackage,/#X-Amz-Target=SageMaker.DeleteModelPackage,POST,Deletes a model package. A model package is use...,model_packages,delete_model_package,delete,,,,,
DeleteModelPackageGroup,/#X-Amz-Target=SageMaker.DeleteModelPackageGroup,POST,Deletes the specified model group.,model_package_groups,delete_model_package_group,delete,,,,,
DeleteModelPackageGroupPolicy,/#X-Amz-Target=SageMaker.DeleteModelPackageGroupPolicy,POST,Deletes a model group resource policy.,model_package_group_policies,delete_model_package_group_policy,delete,,,,,
DeleteModelQualityJobDefinition,/#X-Amz-Target=SageMaker.DeleteModelQualityJobDefinition,POST,Deletes the secified model quality monitoring j...,model_quality_job_definitions,delete_model_quality_job_definition,delete,,,,,
DeleteMonitoringSchedule,/#X-Amz-Target=SageMaker.DeleteMonitoringSchedule,POST,Deletes a monitoring schedule. Also stops the s...,monitoring_schedules,delete_monitoring_schedule,delete,,,,,
DeleteNotebookInstance,/#X-Amz-Target=SageMaker.DeleteNotebookInstance,POST,Deletes an SageMaker AI notebook instance. Befo...,notebook_instances,delete_notebook_instance,delete,,,,,
DeleteNotebookInstanceLifecycleConfig,/#X-Amz-Target=SageMaker.DeleteNotebookInstanceLifecycleConfig,POST,Deletes a notebook instance lifecycle configura...,notebook_instance_lifecycle_configs,delete_notebook_instance_lifecycle_config,delete,,,,,
DeleteOptimizationJob,/#X-Amz-Target=SageMaker.DeleteOptimizationJob,POST,Deletes an optimization job.,optimization_jobs,delete_optimization_job,delete,,,,,
DeletePartnerApp,/#X-Amz-Target=SageMaker.DeletePartnerApp,POST,Deletes a SageMaker Partner AI App.,partner_apps,delete_partner_app,delete,,,,,
DeletePipeline,/#X-Amz-Target=SageMaker.DeletePipeline,POST,Deletes a pipeline if there are no running inst...,pipelines,delete_pipeline,delete,,,,,
DeleteProcessingJob,/#X-Amz-Target=SageMaker.DeleteProcessingJob,POST,Deletes a processing job. After Amazon SageMake...,processing_jobs,delete_processing_job,delete,,,,,
DeleteProject,/#X-Amz-Target=SageMaker.DeleteProject,POST,Delete the specified project.,projects,delete_project,delete,,,,,
DeleteSpace,/#X-Amz-Target=SageMaker.DeleteSpace,POST,Used to delete a space.,spaces,delete_space,delete,,,,,
DeleteStudioLifecycleConfig,/#X-Amz-Target=SageMaker.DeleteStudioLifecycleConfig,POST,Deletes the Amazon SageMaker AI Studio Lifecycl...,studio_lifecycle_configs,delete_studio_lifecycle_config,delete,,,,,
DeleteTags,/#X-Amz-Target=SageMaker.DeleteTags,POST,Deletes the specified tags from an SageMaker re...,tags,delete_tags,delete,,,,,
DeleteTrainingJob,/#X-Amz-Target=SageMaker.DeleteTrainingJob,POST,Deletes a training job. After SageMaker deletes...,training_jobs,delete_training_job,delete,,,,,
DeleteTrial,/#X-Amz-Target=SageMaker.DeleteTrial,POST,Deletes the specified trial. All trial componen...,trials,delete_trial,delete,,,,,
DeleteTrialComponent,/#X-Amz-Target=SageMaker.DeleteTrialComponent,POST,Deletes the specified trial component. A trial ...,trial_components,delete_trial_component,delete,,,,,
DeleteUserProfile,/#X-Amz-Target=SageMaker.DeleteUserProfile,POST,Deletes a user profile. When a user profile is ...,user_profiles,delete_user_profile,delete,,,,,
DeleteWorkforce,/#X-Amz-Target=SageMaker.DeleteWorkforce,POST,Use this operation to delete a workforce. If yo...,workforces,delete_workforce,delete,,,,,
DeleteWorkteam,/#X-Amz-Target=SageMaker.DeleteWorkteam,POST,Deletes an existing work team. This operation c...,workteams,delete_workteam,delete,,,,,
DeregisterDevices,/#X-Amz-Target=SageMaker.DeregisterDevices,POST,Deregisters the specified devices. After you de...,devices,deregister_devices,exec,,,,,
DescribeAction,/#X-Amz-Target=SageMaker.DescribeAction,POST,Describes an action.,actions,describe_action,select,,,,,
DescribeAlgorithm,/#X-Amz-Target=SageMaker.DescribeAlgorithm,POST,Returns a description of the specified algorith...,algorithms,describe_algorithm,select,,,,,
DescribeApp,/#X-Amz-Target=SageMaker.DescribeApp,POST,Describes the app.,apps,describe_app,select,,,,,
DescribeAppImageConfig,/#X-Amz-Target=SageMaker.DescribeAppImageConfig,POST,Describes an AppImageConfig.,app_image_configs,describe_app_image_config,select,,,,,
DescribeArtifact,/#X-Amz-Target=SageMaker.DescribeArtifact,POST,Describes an artifact.,artifacts,describe_artifact,select,,,,,
DescribeAutoMLJob,/#X-Amz-Target=SageMaker.DescribeAutoMLJob,POST,Returns information about an AutoML job created...,auto_ml_jobs,describe_auto_ml_job,select,,,,,
DescribeAutoMLJobV2,/#X-Amz-Target=SageMaker.DescribeAutoMLJobV2,POST,Returns information about an AutoML job created...,auto_ml_jobs_v2,describe_auto_ml_job_v2,select,,,,,
DescribeCluster,/#X-Amz-Target=SageMaker.DescribeCluster,POST,Retrieves information of a SageMaker HyperPod c...,clusters,describe_cluster,select,,,,,
DescribeClusterEvent,/#X-Amz-Target=SageMaker.DescribeClusterEvent,POST,Retrieves detailed information about a specific...,cluster_events,describe_cluster_event,select,,,,,
DescribeClusterNode,/#X-Amz-Target=SageMaker.DescribeClusterNode,POST,Retrieves information of a node (also called a ...,cluster_nodes,describe_cluster_node,select,,,,,
DescribeClusterSchedulerConfig,/#X-Amz-Target=SageMaker.DescribeClusterSchedulerConfig,POST,Description of the cluster policy. This policy ...,cluster_scheduler_configs,describe_cluster_scheduler_config,select,,,,,
DescribeCodeRepository,/#X-Amz-Target=SageMaker.DescribeCodeRepository,POST,Gets details about the specified Git repository.,code_repositories,describe_code_repository,select,,,,,
DescribeCompilationJob,/#X-Amz-Target=SageMaker.DescribeCompilationJob,POST,Returns information about a model compilation j...,compilation_jobs,describe_compilation_job,select,,,,,
DescribeComputeQuota,/#X-Amz-Target=SageMaker.DescribeComputeQuota,POST,Description of the compute allocation definition.,compute_quotas,describe_compute_quota,select,,,,,
DescribeContext,/#X-Amz-Target=SageMaker.DescribeContext,POST,Describes a context.,contexts,describe_context,select,,,,,
DescribeDataQualityJobDefinition,/#X-Amz-Target=SageMaker.DescribeDataQualityJobDefinition,POST,Gets the details of a data quality monitoring j...,data_quality_job_definitions,describe_data_quality_job_definition,select,,,,,
DescribeDevice,/#X-Amz-Target=SageMaker.DescribeDevice,POST,Describes the device.,devices,describe_device,select,,,,,
DescribeDeviceFleet,/#X-Amz-Target=SageMaker.DescribeDeviceFleet,POST,A description of the fleet the device belongs to.,device_fleets,describe_device_fleet,select,,,,,
DescribeDomain,/#X-Amz-Target=SageMaker.DescribeDomain,POST,The description of the domain.,domains,describe_domain,select,,,,,
DescribeEdgeDeploymentPlan,/#X-Amz-Target=SageMaker.DescribeEdgeDeploymentPlan,POST,Describes an edge deployment plan with deployme...,edge_deployment_plans,describe_edge_deployment_plan,select,,,,,
DescribeEdgePackagingJob,/#X-Amz-Target=SageMaker.DescribeEdgePackagingJob,POST,A description of edge packaging jobs.,edge_packaging_jobs,describe_edge_packaging_job,select,,,,,
DescribeEndpoint,/#X-Amz-Target=SageMaker.DescribeEndpoint,POST,Returns the description of an endpoint.,endpoints,describe_endpoint,select,,,,,
DescribeEndpointConfig,/#X-Amz-Target=SageMaker.DescribeEndpointConfig,POST,Returns the description of an endpoint configur...,endpoint_configs,describe_endpoint_config,select,,,,,
DescribeExperiment,/#X-Amz-Target=SageMaker.DescribeExperiment,POST,Provides a list of an experiment's properties.,experiments,describe_experiment,select,,,,,
DescribeFeatureGroup,/#X-Amz-Target=SageMaker.DescribeFeatureGroup,POST,Use this operation to describe a `FeatureGroup`...,feature_groups,describe_feature_group,select,,,,,
DescribeFeatureMetadata,/#X-Amz-Target=SageMaker.DescribeFeatureMetadata,POST,Shows the metadata for a feature within a featu...,feature_metadata,describe_feature_metadata,select,,,,,
DescribeFlowDefinition,/#X-Amz-Target=SageMaker.DescribeFlowDefinition,POST,Returns information about the specified flow de...,flow_definitions,describe_flow_definition,select,,,,,
DescribeHub,/#X-Amz-Target=SageMaker.DescribeHub,POST,Describes a hub.,hubs,describe_hub,select,,,,,
DescribeHubContent,/#X-Amz-Target=SageMaker.DescribeHubContent,POST,Describe the content of a hub.,hub_contents,describe_hub_content,select,,,,,
DescribeHumanTaskUi,/#X-Amz-Target=SageMaker.DescribeHumanTaskUi,POST,Returns information about the requested human t...,human_task_uis,describe_human_task_ui,select,,,,,
DescribeHyperParameterTuningJob,/#X-Amz-Target=SageMaker.DescribeHyperParameterTuningJob,POST,Returns a description of a hyperparameter tunin...,hyper_parameter_tuning_jobs,describe_hyper_parameter_tuning_job,select,,,,,
