operationId,path,verb,requiredPathParams,requiredHeaderParams,requiredQueryParams,requiredReqBodyParams,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
DeleteAccessPoint,/v20180820/accesspoint/{Name},DELETE,Name,x-amz-account-id,,,Deletes the specified access point. All Amazon ...,access_points,delete_access_point,delete,,,,,
DeleteAccessPointForObjectLambda,/v20180820/accesspointforobjectlambda/{Name},DELETE,Name,x-amz-account-id,,,This operation is not supported by directory bu...,access_points_for_object_lambda,delete_access_point_for_object_lambda,delete,,,,,
DeleteAccessPointPolicy,/v20180820/accesspoint/{Name}/policy,DELETE,Name,x-amz-account-id,,,Deletes the access point policy for the specifi...,access_point_policies,delete_access_point_policy,delete,,,,,
DeleteAccessPointPolicyForObjectLambda,/v20180820/accesspointforobjectlambda/{Name}/policy,DELETE,Name,x-amz-account-id,,,This operation is not supported by directory bu...,access_point_policies_for_object_lambda,delete_access_point_policy_for_object_lambda,delete,,,,,
DeleteAccessPointScope,/v20180820/accesspoint/{Name}/scope,DELETE,Name,x-amz-account-id,,,Deletes an existing access point scope for a di...,access_point_scopes,delete_access_point_scope,delete,,,,,
DeleteBucket,/v20180820/bucket/{Bucket},DELETE,Bucket,x-amz-account-id,,,This action deletes an Amazon S3 on Outposts bu...,buckets,delete_bucket,delete,,,,,
DeleteBucketLifecycleConfiguration,/v20180820/bucket/{Bucket}/lifecycleconfiguration,DELETE,Bucket,x-amz-account-id,,,This action deletes an Amazon S3 on Outposts bu...,bucket_lifecycle_configurations,delete_bucket_lifecycle_configuration,delete,,,,,
DeleteBucketPolicy,/v20180820/bucket/{Bucket}/policy,DELETE,Bucket,x-amz-account-id,,,This action deletes an Amazon S3 on Outposts bu...,bucket_policies,delete_bucket_policy,delete,,,,,
DeleteBucketReplication,/v20180820/bucket/{Bucket}/replication,DELETE,Bucket,x-amz-account-id,,,This operation deletes an Amazon S3 on Outposts...,bucket_replication,delete_bucket_replication,delete,,,,,
DeleteBucketTagging,/v20180820/bucket/{Bucket}/tagging,DELETE,Bucket,x-amz-account-id,,,This action deletes an Amazon S3 on Outposts bu...,bucket_tagging,delete_bucket_tagging,delete,,,,,
DeleteJobTagging,/v20180820/jobs/{JobId}/tagging,DELETE,JobId,x-amz-account-id,,,Removes the entire tag set from the specified S...,job_tagging,delete_job_tagging,delete,,,,,
DeleteMultiRegionAccessPoint,/v20180820/async-requests/mrap/delete,POST,,x-amz-account-id,,"AccountId,ClientToken,Details",This operation is not supported by directory bu...,multi_region_access_points,delete_multi_region_access_point,delete,,,,,
DeletePublicAccessBlock,/v20180820/configuration/publicAccessBlock,DELETE,,x-amz-account-id,,,This operation is not supported by directory bu...,public_access_blocks,delete_public_access_block,delete,,,,,
DeleteStorageLensConfiguration,/v20180820/storagelens/{ConfigId},DELETE,ConfigId,x-amz-account-id,,,This operation is not supported by directory bu...,storage_lens_configurations,delete_storage_lens_configuration,delete,,,,,
DeleteStorageLensConfigurationTagging,/v20180820/storagelens/{ConfigId}/tagging,DELETE,ConfigId,x-amz-account-id,,,This operation is not supported by directory bu...,storage_lens_configuration_tagging,delete_storage_lens_configuration_tagging,delete,,,,,
DeleteStorageLensGroup,/v20180820/storagelensgroup/{Name},DELETE,Name,x-amz-account-id,,,Deletes an existing S3 Storage Lens group. To u...,storage_lens_groups,delete_storage_lens_group,delete,,,,,
DescribeJob,/v20180820/jobs/{JobId},GET,JobId,x-amz-account-id,,,Retrieves the configuration parameters and stat...,jobs,describe_job,select,,,,,
DescribeMultiRegionAccessPointOperation,/v20180820/async-requests/mrap/{RequestTokenARN+},GET,RequestTokenARN,x-amz-account-id,,,This operation is not supported by directory bu...,multi_region_access_point_operations,describe_multi_region_access_point_operation,select,,,,,
DissociateAccessGrantsIdentityCenter,/v20180820/accessgrantsinstance/identitycenter,DELETE,,x-amz-account-id,,,Dissociates the Amazon Web Services IAM Identit...,access_grants_instance,dissociate_access_grants_identity_center,delete,,,,,
GetAccessGrant,/v20180820/accessgrantsinstance/grant/{AccessGrantId},GET,AccessGrantId,x-amz-account-id,,,Get the details of an access grant from your S3...,access_grants,get_access_grant,select,,,,,
GetAccessGrantsInstance,/v20180820/accessgrantsinstance,GET,,x-amz-account-id,,,Retrieves the S3 Access Grants instance for a R...,access_grants_instance,get_access_grants_instance,select,,,,,
GetAccessGrantsInstanceForPrefix,/v20180820/accessgrantsinstance/prefix,GET,,x-amz-account-id,s3prefix,,Retrieve the S3 Access Grants instance that con...,access_grants_instance,get_access_grants_instance_for_prefix,exec,,,,,
GetAccessGrantsInstanceResourcePolicy,/v20180820/accessgrantsinstance/resourcepolicy,GET,,x-amz-account-id,,,Returns the resource policy of the S3 Access Gr...,access_grants_instance_resource_policies,get_access_grants_instance_resource_policy,select,,,,,
GetAccessGrantsLocation,/v20180820/accessgrantsinstance/location/{AccessGrantsLocationId},GET,AccessGrantsLocationId,x-amz-account-id,,,Retrieves the details of a particular location ...,access_grants_locations,get_access_grants_location,select,,,,,
GetAccessPoint,/v20180820/accesspoint/{Name},GET,Name,x-amz-account-id,,,Returns configuration information about the spe...,access_points,get_access_point,select,,,,,
GetAccessPointConfigurationForObjectLambda,/v20180820/accesspointforobjectlambda/{Name}/configuration,GET,Name,x-amz-account-id,,,This operation is not supported by directory bu...,access_point_configurations_for_object_lambda,get_access_point_configuration_for_object_lambda,select,,,,,
GetAccessPointForObjectLambda,/v20180820/accesspointforobjectlambda/{Name},GET,Name,x-amz-account-id,,,This operation is not supported by directory bu...,access_points_for_object_lambda,get_access_point_for_object_lambda,select,,,,,
GetAccessPointPolicy,/v20180820/accesspoint/{Name}/policy,GET,Name,x-amz-account-id,,,Returns the access point policy associated with...,access_point_policies,get_access_point_policy,select,,,,,
GetAccessPointPolicyForObjectLambda,/v20180820/accesspointforobjectlambda/{Name}/policy,GET,Name,x-amz-account-id,,,This operation is not supported by directory bu...,access_point_policies_for_object_lambda,get_access_point_policy_for_object_lambda,select,,,,,
GetAccessPointPolicyStatus,/v20180820/accesspoint/{Name}/policyStatus,GET,Name,x-amz-account-id,,,This operation is not supported by directory bu...,access_point_policy_statuses,get_access_point_policy_status,select,,,,,
GetAccessPointPolicyStatusForObjectLambda,/v20180820/accesspointforobjectlambda/{Name}/policyStatus,GET,Name,x-amz-account-id,,,This operation is not supported by directory bu...,access_point_policy_statuses_for_object_lambda,get_access_point_policy_status_for_object_lambda,select,,,,,
GetAccessPointScope,/v20180820/accesspoint/{Name}/scope,GET,Name,x-amz-account-id,,,Returns the access point scope for a directory ...,access_point_scopes,get_access_point_scope,select,,,,,
GetBucket,/v20180820/bucket/{Bucket},GET,Bucket,x-amz-account-id,,,Gets an Amazon S3 on Outposts bucket. For more ...,buckets,get_bucket,select,,,,,
GetBucketLifecycleConfiguration,/v20180820/bucket/{Bucket}/lifecycleconfiguration,GET,Bucket,x-amz-account-id,,,This action gets an Amazon S3 on Outposts bucke...,bucket_lifecycle_configurations,get_bucket_lifecycle_configuration,select,,,,,
GetBucketPolicy,/v20180820/bucket/{Bucket}/policy,GET,Bucket,x-amz-account-id,,,This action gets a bucket policy for an Amazon ...,bucket_policies,get_bucket_policy,select,,,,,
GetBucketReplication,/v20180820/bucket/{Bucket}/replication,GET,Bucket,x-amz-account-id,,,This operation gets an Amazon S3 on Outposts bu...,bucket_replication,get_bucket_replication,select,,,,,
GetBucketTagging,/v20180820/bucket/{Bucket}/tagging,GET,Bucket,x-amz-account-id,,,This action gets an Amazon S3 on Outposts bucke...,bucket_tagging,get_bucket_tagging,select,,,,,
GetBucketVersioning,/v20180820/bucket/{Bucket}/versioning,GET,Bucket,x-amz-account-id,,,This operation returns the versioning state for...,bucket_versioning,get_bucket_versioning,select,,,,,
GetDataAccess,/v20180820/accessgrantsinstance/dataaccess,GET,,x-amz-account-id,"permission,target",,Returns a temporary access credential from S3 A...,data_access,get_data_access,select,,,,,
GetJobTagging,/v20180820/jobs/{JobId}/tagging,GET,JobId,x-amz-account-id,,,Returns the tags on an S3 Batch Operations job....,job_tagging,get_job_tagging,select,,,,,
GetMultiRegionAccessPoint,/v20180820/mrap/instances/{Name+},GET,Name,x-amz-account-id,,,This operation is not supported by directory bu...,multi_region_access_points,get_multi_region_access_point,select,,,,,
GetMultiRegionAccessPointPolicy,/v20180820/mrap/instances/{Name+}/policy,GET,Name,x-amz-account-id,,,This operation is not supported by directory bu...,multi_region_access_point_policies,get_multi_region_access_point_policy,select,,,,,
GetMultiRegionAccessPointPolicyStatus,/v20180820/mrap/instances/{Name+}/policystatus,GET,Name,x-amz-account-id,,,This operation is not supported by directory bu...,multi_region_access_point_policy_statuses,get_multi_region_access_point_policy_status,select,,,,,
GetMultiRegionAccessPointRoutes,/v20180820/mrap/instances/{Mrap+}/routes,GET,Mrap,x-amz-account-id,,,This operation is not supported by directory bu...,multi_region_access_point_routes,get_multi_region_access_point_routes,select,,,,,
GetPublicAccessBlock,/v20180820/configuration/publicAccessBlock,GET,,x-amz-account-id,,,This operation is not supported by directory bu...,public_access_blocks,get_public_access_block,select,,,,,
GetStorageLensConfiguration,/v20180820/storagelens/{ConfigId},GET,ConfigId,x-amz-account-id,,,This operation is not supported by directory bu...,storage_lens_configurations,get_storage_lens_configuration,select,,,,,
GetStorageLensConfigurationTagging,/v20180820/storagelens/{ConfigId}/tagging,GET,ConfigId,x-amz-account-id,,,This operation is not supported by directory bu...,storage_lens_configuration_tagging,get_storage_lens_configuration_tagging,select,,,,,
GetStorageLensGroup,/v20180820/storagelensgroup/{Name},GET,Name,x-amz-account-id,,,Retrieves the Storage Lens group configuration ...,storage_lens_groups,get_storage_lens_group,select,,,,,
ListAccessGrants,/v20180820/accessgrantsinstance/grants,GET,,x-amz-account-id,,,Returns the list of access grants in your S3 Ac...,access_grants,list_access_grants,select,,,,,
ListAccessGrantsInstances,/v20180820/accessgrantsinstances,GET,,x-amz-account-id,,,Returns a list of S3 Access Grants instances. A...,access_grants_instances,list_access_grants_instances,select,,,,,
ListAccessGrantsLocations,/v20180820/accessgrantsinstance/locations,GET,,x-amz-account-id,,,Returns a list of the locations registered in y...,access_grants_locations,list_access_grants_locations,select,,,,,
ListAccessPoints,/v20180820/accesspoint,GET,,x-amz-account-id,,,This operation is not supported by directory bu...,access_points,list_access_points,select,,,,,
ListAccessPointsForDirectoryBuckets,/v20180820/accesspointfordirectory,GET,,x-amz-account-id,,,Returns a list of the access points that are ow...,access_points_for_directory_buckets,list_access_points_for_directory_buckets,select,$.AccessPointList,,,,
ListAccessPointsForObjectLambda,/v20180820/accesspointforobjectlambda,GET,,x-amz-account-id,,,This operation is not supported by directory bu...,access_points_for_object_lambda,list_access_points_for_object_lambda,select,$.ObjectLambdaAccessPointList,,,,
ListCallerAccessGrants,/v20180820/accessgrantsinstance/caller/grants,GET,,x-amz-account-id,,,Use this API to list the access grants that gra...,caller_access_grants,list_caller_access_grants,select,$.CallerAccessGrantsList,,,,
ListJobs,/v20180820/jobs,GET,,x-amz-account-id,,,Lists current S3 Batch Operations jobs as well ...,jobs,list_jobs,select,,,,,
ListMultiRegionAccessPoints,/v20180820/mrap/instances,GET,,x-amz-account-id,,,This operation is not supported by directory bu...,multi_region_access_points,list_multi_region_access_points,select,,,,,
ListRegionalBuckets,/v20180820/bucket,GET,,x-amz-account-id,,,This operation is not supported by directory bu...,regional_buckets,list_regional_buckets,select,,,,,
ListStorageLensConfigurations,/v20180820/storagelens,GET,,x-amz-account-id,,,This operation is not supported by directory bu...,storage_lens_configurations,list_storage_lens_configurations,select,,,,,
ListStorageLensGroups,/v20180820/storagelensgroup,GET,,x-amz-account-id,,,Lists all the Storage Lens groups in the specif...,storage_lens_groups,list_storage_lens_groups,select,,,,,
ListTagsForResource,/v20180820/tags/{ResourceArn+},GET,ResourceArn,x-amz-account-id,,,This operation allows you to list all of the ta...,tags,list_tags_for_resource,select,,,,,
PutAccessGrantsInstanceResourcePolicy,/v20180820/accessgrantsinstance/resourcepolicy,PUT,,x-amz-account-id,,,Updates the resource policy of the S3 Access Gr...,access_grants_instance_resource_policies,put_access_grants_instance_resource_policy,replace,,,,,
PutAccessPointConfigurationForObjectLambda,/v20180820/accesspointforobjectlambda/{Name}/configuration,PUT,Name,x-amz-account-id,,"AccountId,Configuration,Name",This operation is not supported by directory bu...,access_point_configurations_for_object_lambda,put_access_point_configuration_for_object_lambda,replace,,,,,
PutAccessPointPolicy,/v20180820/accesspoint/{Name}/policy,PUT,Name,x-amz-account-id,,,Associates an access policy with the specified ...,access_point_policies,put_access_point_policy,replace,,,,,
PutAccessPointPolicyForObjectLambda,/v20180820/accesspointforobjectlambda/{Name}/policy,PUT,Name,x-amz-account-id,,,This operation is not supported by directory bu...,access_point_policies_for_object_lambda,put_access_point_policy_for_object_lambda,replace,,,,,
PutAccessPointScope,/v20180820/accesspoint/{Name}/scope,PUT,Name,x-amz-account-id,,"AccountId,Bucket,Name",Creates or replaces the access point scope for ...,access_point_scopes,put_access_point_scope,replace,,,,,
PutBucketLifecycleConfiguration,/v20180820/bucket/{Bucket}/lifecycleconfiguration,PUT,Bucket,x-amz-account-id,,,This action puts a lifecycle configuration to a...,bucket_lifecycle_configurations,put_bucket_lifecycle_configuration,replace,,,,,
PutBucketPolicy,/v20180820/bucket/{Bucket}/policy,PUT,Bucket,x-amz-account-id,,,This action puts a bucket policy to an Amazon S...,bucket_policies,put_bucket_policy,replace,,,,,
PutBucketReplication,/v20180820/bucket/{Bucket}/replication,PUT,Bucket,x-amz-account-id,,"Role,Rules",This action creates an Amazon S3 on Outposts bu...,bucket_replication,put_bucket_replication,replace,,,,,
PutBucketTagging,/v20180820/bucket/{Bucket}/tagging,PUT,Bucket,x-amz-account-id,,TagSet,This action puts tags on an Amazon S3 on Outpos...,bucket_tagging,put_bucket_tagging,replace,,,,,
PutBucketVersioning,/v20180820/bucket/{Bucket}/versioning,PUT,Bucket,x-amz-account-id,,,This operation sets the versioning state for S3...,bucket_versioning,put_bucket_versioning,replace,,,,,
PutJobTagging,/v20180820/jobs/{JobId}/tagging,PUT,JobId,x-amz-account-id,,"AccessGrantsLocationId,AccountId,Grantee,Permission",Sets the supplied tag-set on an S3 Batch Operat...,job_tagging,put_job_tagging,replace,,,,,
PutMultiRegionAccessPointPolicy,/v20180820/async-requests/mrap/put-policy,POST,,x-amz-account-id,,"AccountId,ClientToken,Details",This operation is not supported by directory bu...,multi_region_access_point_policies,put_multi_region_access_point_policy,replace,,,,,
PutPublicAccessBlock,/v20180820/configuration/publicAccessBlock,PUT,,x-amz-account-id,,,This operation is not supported by directory bu...,public_access_blocks,put_public_access_block,replace,,,,,
PutStorageLensConfiguration,/v20180820/storagelens/{ConfigId},PUT,ConfigId,x-amz-account-id,,"AccountId,ConfigId,StorageLensConfiguration",This operation is not supported by directory bu...,storage_lens_configurations,put_storage_lens_configuration,replace,,,,,
PutStorageLensConfigurationTagging,/v20180820/storagelens/{ConfigId}/tagging,PUT,ConfigId,x-amz-account-id,,"AccessGrantsLocationId,AccountId,Grantee,Permission",This operation is not supported by directory bu...,storage_lens_configuration_tagging,put_storage_lens_configuration_tagging,replace,,,,,
SubmitMultiRegionAccessPointRoutes,/v20180820/mrap/instances/{Mrap+}/routes,PATCH,Mrap,x-amz-account-id,,"AccountId,Mrap,RouteUpdates",This operation is not supported by directory bu...,multi_region_access_point_routes,submit_multi_region_access_point_routes,exec,,,,,
TagResource,/v20180820/tags/{ResourceArn+},POST,ResourceArn,x-amz-account-id,,"AccessGrantsLocationId,AccountId,Grantee,Permission",Creates a new user-defined tag or updates an ex...,tags,tag_resource,exec,,,,,
UntagResource,/v20180820/tags/{ResourceArn+},DELETE,ResourceArn,x-amz-account-id,tagKeys,,This operation removes the specified user-defin...,tags,untag_resource,exec,,,,,
UpdateAccessGrantsLocation,/v20180820/accessgrantsinstance/location/{AccessGrantsLocationId},PUT,AccessGrantsLocationId,x-amz-account-id,,"AccountId,IAMRoleArn,LocationScope",Updates the IAM role of a registered location i...,access_grants_locations,update_access_grants_location,update,,,,,
UpdateJobPriority,/v20180820/jobs/{JobId}/priority,POST,JobId,x-amz-account-id,priority,,Updates an existing S3 Batch Operations job's p...,jobs,update_job_priority,update,,,,,
UpdateJobStatus,/v20180820/jobs/{JobId}/status,POST,JobId,x-amz-account-id,requestedJobStatus,,Updates the status for the specified job. Use t...,jobs,update_job_status,update,,,,,
UpdateStorageLensGroup,/v20180820/storagelensgroup/{Name},PUT,Name,x-amz-account-id,,"AccountId,StorageLensGroup",Updates the existing Storage Lens group. To use...,storage_lens_groups,update_storage_lens_group,update,,,,,
