operationId,path,verb,requiredPathParams,requiredHeaderParams,requiredQueryParams,requiredReqBodyParams,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
CreateMetricAttribution,/#X-Amz-Target=AmazonPersonalize.CreateMetricAttribution,POST,,,,"datasetGroupArn,metrics,metricsOutputConfig,name",Creates a metric attribution. A metric attribut...,metric_attributions,create_metric_attribution,insert,,,,,
CreateRecommender,/#X-Amz-Target=AmazonPersonalize.CreateRecommender,POST,,,,"datasetGroupArn,name,recipeArn",Creates a recommender with the recipe (a Domain...,recommenders,create_recommender,insert,,,,,
CreateSchema,/#X-Amz-Target=AmazonPersonalize.CreateSchema,POST,,,,"name,schema",Creates an Amazon Personalize schema from the s...,schemas,create_schema,insert,,,,,
CreateSolution,/#X-Amz-Target=AmazonPersonalize.CreateSolution,POST,,,,"datasetGroupArn,name","By default, all new solutions use automatic tra...",solutions,create_solution,insert,,,,,
CreateSolutionVersion,/#X-Amz-Target=AmazonPersonalize.CreateSolutionVersion,POST,,,,solutionArn,Trains or retrains an active solution in a Cust...,solution_versions,create_solution_version,insert,,,,,
DeleteCampaign,/#X-Amz-Target=AmazonPersonalize.DeleteCampaign,POST,,,,campaignArn,Removes a campaign by deleting the solution dep...,campaigns,delete_campaign,delete,,,,,
DeleteDataset,/#X-Amz-Target=AmazonPersonalize.DeleteDataset,POST,,,,datasetArn,Deletes a dataset. You can't delete a dataset i...,datasets,delete_dataset,delete,,,,,
DeleteDatasetGroup,/#X-Amz-Target=AmazonPersonalize.DeleteDatasetGroup,POST,,,,datasetGroupArn,Deletes a dataset group. Before you delete a da...,dataset_groups,delete_dataset_group,delete,,,,,
DeleteEventTracker,/#X-Amz-Target=AmazonPersonalize.DeleteEventTracker,POST,,,,eventTrackerArn,Deletes the event tracker. Does not delete the ...,event_trackers,delete_event_tracker,delete,,,,,
DeleteFilter,/#X-Amz-Target=AmazonPersonalize.DeleteFilter,POST,,,,filterArn,Deletes a filter.,filters,delete_filter,delete,,,,,
DeleteMetricAttribution,/#X-Amz-Target=AmazonPersonalize.DeleteMetricAttribution,POST,,,,metricAttributionArn,Deletes a metric attribution.,metric_attributions,delete_metric_attribution,delete,,,,,
DeleteRecommender,/#X-Amz-Target=AmazonPersonalize.DeleteRecommender,POST,,,,recommenderArn,Deactivates and removes a recommender. A delete...,recommenders,delete_recommender,delete,,,,,
DeleteSchema,/#X-Amz-Target=AmazonPersonalize.DeleteSchema,POST,,,,schemaArn,"Deletes a schema. Before deleting a schema, you...",schemas,delete_schema,delete,,,,,
DeleteSolution,/#X-Amz-Target=AmazonPersonalize.DeleteSolution,POST,,,,solutionArn,Deletes all versions of a solution and the `Sol...,solutions,delete_solution,delete,,,,,
DescribeAlgorithm,/#X-Amz-Target=AmazonPersonalize.DescribeAlgorithm,POST,,,,algorithmArn,Describes the given algorithm.,algorithms,describe_algorithm,select,,,,,
DescribeBatchInferenceJob,/#X-Amz-Target=AmazonPersonalize.DescribeBatchInferenceJob,POST,,,,batchInferenceJobArn,Gets the properties of a batch inference job in...,batch_inference_jobs,describe_batch_inference_job,select,,,,,
DescribeBatchSegmentJob,/#X-Amz-Target=AmazonPersonalize.DescribeBatchSegmentJob,POST,,,,batchSegmentJobArn,Gets the properties of a batch segment job incl...,batch_segment_jobs,describe_batch_segment_job,select,,,,,
DescribeCampaign,/#X-Amz-Target=AmazonPersonalize.DescribeCampaign,POST,,,,campaignArn,"Describes the given campaign, including its sta...",campaigns,describe_campaign,select,,,,,
DescribeDataDeletionJob,/#X-Amz-Target=AmazonPersonalize.DescribeDataDeletionJob,POST,,,,dataDeletionJobArn,Describes the data deletion job created by [Cre...,data_deletion_jobs,describe_data_deletion_job,select,,,,,
DescribeDataset,/#X-Amz-Target=AmazonPersonalize.DescribeDataset,POST,,,,datasetArn,Describes the given dataset. For more informati...,datasets,describe_dataset,select,,,,,
DescribeDatasetExportJob,/#X-Amz-Target=AmazonPersonalize.DescribeDatasetExportJob,POST,,,,datasetExportJobArn,Describes the dataset export job created by [Cr...,dataset_export_jobs,describe_dataset_export_job,select,,,,,
DescribeDatasetGroup,/#X-Amz-Target=AmazonPersonalize.DescribeDatasetGroup,POST,,,,datasetGroupArn,Describes the given dataset group. For more inf...,dataset_groups,describe_dataset_group,select,,,,,
DescribeDatasetImportJob,/#X-Amz-Target=AmazonPersonalize.DescribeDatasetImportJob,POST,,,,datasetImportJobArn,Describes the dataset import job created by [Cr...,dataset_import_jobs,describe_dataset_import_job,select,,,,,
DescribeEventTracker,/#X-Amz-Target=AmazonPersonalize.DescribeEventTracker,POST,,,,eventTrackerArn,Describes an event tracker. The response includ...,event_trackers,describe_event_tracker,select,,,,,
DescribeFeatureTransformation,/#X-Amz-Target=AmazonPersonalize.DescribeFeatureTransformation,POST,,,,featureTransformationArn,Describes the given feature transformation.,feature_transformations,describe_feature_transformation,select,,,,,
DescribeFilter,/#X-Amz-Target=AmazonPersonalize.DescribeFilter,POST,,,,filterArn,Describes a filter's properties.,filters,describe_filter,select,,,,,
DescribeMetricAttribution,/#X-Amz-Target=AmazonPersonalize.DescribeMetricAttribution,POST,,,,metricAttributionArn,Describes a metric attribution.,metric_attributions,describe_metric_attribution,select,,,,,
DescribeRecipe,/#X-Amz-Target=AmazonPersonalize.DescribeRecipe,POST,,,,recipeArn,Describes a recipe. A recipe contains three ite...,recipes,describe_recipe,select,,,,,
DescribeRecommender,/#X-Amz-Target=AmazonPersonalize.DescribeRecommender,POST,,,,recommenderArn,"Describes the given recommender, including its ...",recommenders,describe_recommender,select,,,,,
DescribeSchema,/#X-Amz-Target=AmazonPersonalize.DescribeSchema,POST,,,,schemaArn,Describes a schema. For more information on sch...,schemas,describe_schema,select,,,,,
DescribeSolution,/#X-Amz-Target=AmazonPersonalize.DescribeSolution,POST,,,,solutionArn,Describes a solution. For more information on s...,solutions,describe_solution,select,,,,,
DescribeSolutionVersion,/#X-Amz-Target=AmazonPersonalize.DescribeSolutionVersion,POST,,,,solutionVersionArn,Describes a specific version of a solution. For...,solution_versions,describe_solution_version,select,,,,,
GetSolutionMetrics,/#X-Amz-Target=AmazonPersonalize.GetSolutionMetrics,POST,,,,solutionVersionArn,Gets the metrics for the specified solution ver...,solution_metrics,get_solution_metrics,select,,,,,
ListBatchInferenceJobs,/#X-Amz-Target=AmazonPersonalize.ListBatchInferenceJobs,POST,,,,,Gets a list of the batch inference jobs that ha...,batch_inference_jobs,list_batch_inference_jobs,select,$.batchInferenceJobs,,,,
ListBatchSegmentJobs,/#X-Amz-Target=AmazonPersonalize.ListBatchSegmentJobs,POST,,,,,Gets a list of the batch segment jobs that have...,batch_segment_jobs,list_batch_segment_jobs,select,$.batchSegmentJobs,,,,
ListCampaigns,/#X-Amz-Target=AmazonPersonalize.ListCampaigns,POST,,,,,Returns a list of campaigns that use the given ...,campaigns,list_campaigns,select,$.campaigns,,,,
ListDataDeletionJobs,/#X-Amz-Target=AmazonPersonalize.ListDataDeletionJobs,POST,,,,,Returns a list of data deletion jobs for a data...,data_deletion_jobs,list_data_deletion_jobs,select,,,,,
ListDatasetExportJobs,/#X-Amz-Target=AmazonPersonalize.ListDatasetExportJobs,POST,,,,,Returns a list of dataset export jobs that use ...,dataset_export_jobs,list_dataset_export_jobs,select,$.datasetExportJobs,,,,
ListDatasetGroups,/#X-Amz-Target=AmazonPersonalize.ListDatasetGroups,POST,,,,,Returns a list of dataset groups. The response ...,dataset_groups,list_dataset_groups,select,$.datasetGroups,,,,
ListDatasetImportJobs,/#X-Amz-Target=AmazonPersonalize.ListDatasetImportJobs,POST,,,,,Returns a list of dataset import jobs that use ...,dataset_import_jobs,list_dataset_import_jobs,select,$.datasetImportJobs,,,,
ListDatasets,/#X-Amz-Target=AmazonPersonalize.ListDatasets,POST,,,,,Returns the list of datasets contained in the g...,datasets,list_datasets,select,$.datasets,,,,
ListEventTrackers,/#X-Amz-Target=AmazonPersonalize.ListEventTrackers,POST,,,,,Returns the list of event trackers associated w...,event_trackers,list_event_trackers,select,$.eventTrackers,,,,
ListFilters,/#X-Amz-Target=AmazonPersonalize.ListFilters,POST,,,,,Lists all filters that belong to a given datase...,filters,list_filters,select,$.Filters,,,,
ListMetricAttributionMetrics,/#X-Amz-Target=AmazonPersonalize.ListMetricAttributionMetrics,POST,,,,,Lists the metrics for the metric attribution.,metric_attribution_metrics,list_metric_attribution_metrics,select,$.metrics,,,,
ListMetricAttributions,/#X-Amz-Target=AmazonPersonalize.ListMetricAttributions,POST,,,,,Lists metric attributions.,metric_attributions,list_metric_attributions,select,$.metricAttributions,,,,
ListRecipes,/#X-Amz-Target=AmazonPersonalize.ListRecipes,POST,,,,,Returns a list of available recipes. The respon...,recipes,list_recipes,select,$.recipes,,,,
ListRecommenders,/#X-Amz-Target=AmazonPersonalize.ListRecommenders,POST,,,,,Returns a list of recommenders in a given Domai...,recommenders,list_recommenders,select,$.recommenders,,,,
ListSchemas,/#X-Amz-Target=AmazonPersonalize.ListSchemas,POST,,,,,Returns the list of schemas associated with the...,schemas,list_schemas,select,$.schemas,,,,
ListSolutionVersions,/#X-Amz-Target=AmazonPersonalize.ListSolutionVersions,POST,,,,,Returns a list of solution versions for the giv...,solution_versions,list_solution_versions,select,$.solutionVersions,,,,
ListSolutions,/#X-Amz-Target=AmazonPersonalize.ListSolutions,POST,,,,,Returns a list of solutions in a given dataset ...,solutions,list_solutions,select,$.solutions,,,,
ListTagsForResource,/#X-Amz-Target=AmazonPersonalize.ListTagsForResource,POST,,,,resourceArn,Get a list of [tags](https://docs.aws.amazon.co...,tags,list_tags_for_resource,select,,,,,
StartRecommender,/#X-Amz-Target=AmazonPersonalize.StartRecommender,POST,,,,recommenderArn,Starts a recommender that is INACTIVE. Starting...,recommenders,start_recommender,exec,,,,,
StopRecommender,/#X-Amz-Target=AmazonPersonalize.StopRecommender,POST,,,,recommenderArn,Stops a recommender that is ACTIVE. Stopping a ...,recommenders,stop_recommender,exec,,,,,
StopSolutionVersionCreation,/#X-Amz-Target=AmazonPersonalize.StopSolutionVersionCreation,POST,,,,solutionVersionArn,Stops creating a solution version that is in a ...,solution_versions,stop_solution_version_creation,exec,,,,,
TagResource,/#X-Amz-Target=AmazonPersonalize.TagResource,POST,,,,"resourceArn,tags",Add a list of tags to a resource.,tags,tag_resource,exec,,,,,
UntagResource,/#X-Amz-Target=AmazonPersonalize.UntagResource,POST,,,,"resourceArn,tagKeys",Removes the specified tags that are attached to...,tags,untag_resource,exec,,,,,
UpdateCampaign,/#X-Amz-Target=AmazonPersonalize.UpdateCampaign,POST,,,,campaignArn,Updates a campaign to deploy a retrained soluti...,campaigns,update_campaign,update,,,,,
UpdateDataset,/#X-Amz-Target=AmazonPersonalize.UpdateDataset,POST,,,,"datasetArn,schemaArn",Update a dataset to replace its schema with a n...,datasets,update_dataset,update,,,,,
UpdateMetricAttribution,/#X-Amz-Target=AmazonPersonalize.UpdateMetricAttribution,POST,,,,,Updates a metric attribution.,metric_attributions,update_metric_attribution,update,,,,,
UpdateRecommender,/#X-Amz-Target=AmazonPersonalize.UpdateRecommender,POST,,,,"recommenderArn,recommenderConfig",Updates the recommender to modify the recommend...,recommenders,update_recommender,update,,,,,
UpdateSolution,/#X-Amz-Target=AmazonPersonalize.UpdateSolution,POST,,,,solutionArn,Updates an Amazon Personalize solution to use a...,solutions,update_solution,update,,,,,
